age_rating_s,age rating s,健全
arm_tattoo,arm tattoo,腕のタトゥー
vertical-striped_shirt,vertical-striped shirt,縦縞のシャツ
microdress,microdress,microdress
princess_principal,princess principal,王女プリンシパル
okamisty,okamisty,okamisty
beer_can,beer can,ビール缶
kuroshio_(kantai_collection),kuroshio (kantai collection),黒潮（艦隊コレクション）
hand_on_another's_chest,hand on another's chest,別の胸に手
color_connection,color connection,カラー接続
lucky_beast_(kemono_friends),lucky beast (kemono friends),ラッキー獣（ケモノの友人）
tima,tima,TIMA
chained,chained,チェーン
mind_control,mind control,マインドコントロール
doll_hug,doll hug,人形の抱擁
holding_fork,holding fork,フォークを保持しています
mahou_shoujo_lyrical_nanoha_vivid,mahou shoujo lyrical nanoha vivid,魔法少女リリカルなのは鮮やか
spider_girl,spider girl,クモの女の子
miyamoto_musashi_(fate/grand_order),miyamoto musashi (fate/grand order),宮本武蔵（運命/壮大順）
festival,festival,祭り
fire_emblem:_seima_no_kouseki,fire emblem: seima no kouseki,火災エンブレム：seimaなしkouseki
action,action,アクション
tina_branford,tina branford,ティナ・ブランフォード
egasumi,egasumi,egasumi
white_scrunchie,white scrunchie,白シュシュ
butcha-u,butcha-u,butcha-U
camcorder,camcorder,ビデオカメラ
rabbit_house_uniform,rabbit house uniform,ウサギの家の制服
lion_ears,lion ears,ライオンの耳
squirrel,squirrel,リス
frederica_bernkastel,frederica bernkastel,フレデリカのベルン
sketchbook,sketchbook,スケッチブック
sengoku_nadeko,sengoku nadeko,戦国nadeko
plaid_bikini,plaid bikini,チェック柄のビキニ
half-closed_eye,half-closed eye,半分閉じた目
dominatrix,dominatrix,ドミナ
grey_pants,grey pants,グレーのパンツ
bai_lao_shu,bai lao shu,BAIラオス集
tales_of_symphonia,tales of symphonia,テイルズオブシンフォニア
quiz_magic_academy,quiz magic academy,クイズマジックアカデミー
disposable_cup,disposable cup,使い捨てカップ
caught,caught,キャッチ
pokemon_sm_(anime),pokemon sm (anime),ポケモンSM（アニメ）
overlord_(maruyama),overlord (maruyama),君主（丸山）
orc,orc,オーク
hairlocs,hairlocs,hairlocs
fujima_takuya,fujima takuya,拓也藤間
scepter,scepter,笏
role_reversal,role reversal,立場逆転
dark_magician_girl,dark magician girl,ダークマジシャンガール
tedeza_rize,tedeza rize,tedezaのリゼ
ereshkigal_(fate/grand_order),ereshkigal (fate/grand order),エレシュキガル（運命/壮大順）
brown_pants,brown pants,茶色のズボン
multiple_others,multiple others,複数の他人
tally,tally,タリー
spacesuit,spacesuit,宇宙服
arm_held_back,arm held back,手持ちバックアーム
brown_bow,brown bow,茶色の弓
makuwauri,makuwauri,makuwauri
detached_wings,detached wings,デタッチ翼
pentagram,pentagram,五芒
leafa,leafa,leafa
sinon,sinon,sinon
kanzashi,kanzashi,簪
jojolion,jojolion,ジョジョリオン
torn_pants,torn pants,破れたパンツ
huang_baoling,huang baoling,黄baoling
elin_(tera),elin (tera),ELIN（テラ）
jacket_removed,jacket removed,ジャケットは取り外し
uraraka_ochako,uraraka ochako,uraraka ochako
the_pose,the pose,ポーズ
cousins,cousins,いとこ
melting,melting,溶融
brown_sweater,brown sweater,茶色のセーター
baseball,baseball,野球
video_game,video game,テレビゲーム
pearl_(gemstone),pearl (gemstone),真珠（宝石）
you're_doing_it_wrong,you're doing it wrong,あなたは間違ったことをやっています
soccer,soccer,サッカー
\o/,\o/,\ O /
against_tree,against tree,木に対する
orgy,orgy,オージーパーティー
saotome_ranma,saotome ranma,早乙女らんま
minna-dietlinde_wilcke,minna-dietlinde wilcke,ミーナ・ディートリンデ・ヴィルケ
sitting_in_tree,sitting in tree,木に座っ
rotational_symmetry,rotational symmetry,回転対称
suiren_(pokemon),suiren (pokemon),suiren（ポケモン）
shirona_(pokemon),shirona (pokemon),shirona（ポケモン）
missile,missile,ミサイル
german_text,german text,ドイツ語のテキスト
hands_on_headwear,hands on headwear,帽子に手
gathers,gathers,集まります
bloom,bloom,咲く
spread_wings,spread wings,スプレッド翼
hand_gesture,hand gesture,手のジェスチャー
tanuki,tanuki,たぬき
unya,unya,unya
mishima_kurone,mishima kurone,三島kurone
failure,failure,故障
rubbing_eyes,rubbing eyes,目をこすり
naked_coat,naked coat,裸コート
ookido_green,ookido green,ookidoグリーン
kitsune,kitsune,きつね
cross_earrings,cross earrings,クロスピアス
light_bulb,light bulb,電球
n_(pokemon),n (pokemon),N（ポケモン）
pain,pain,痛み
sekai_seifuku:_bouryaku_no_zvezda,sekai seifuku: bouryaku no zvezda,世界セイフク：bouryakuなしズヴェズダ
shikinami_(kantai_collection),shikinami (kantai collection),式波・（艦隊コレクション）
69,69,69
pola_(kantai_collection),pola (kantai collection),ポーラ（艦隊コレクション）
yukishiro_honoka,yukishiro honoka,雪城ほのか
teruzuki_(kantai_collection),teruzuki (kantai collection),teruzuki（艦隊コレクション）
fleeing,fleeing,逃げます
spoken_interrobang,spoken interrobang,口語インテロバング
vibrator_under_clothes,vibrator under clothes,服の下でバイブレーター
mao_(pokemon),mao (pokemon),真央（ポケモン）
chest,chest,胸
honkai_(series),honkai (series),honkai（シリーズ）
legendary_pokemon,legendary pokemon,伝説のポケモン
seiken_densetsu_3,seiken densetsu 3,聖剣伝説3
yuugumo_(kantai_collection),yuugumo (kantai collection),yuugumo（艦隊コレクション）
frapowa,frapowa,frapowa
bad_source,bad source,悪いソース
frilled_collar,frilled collar,フリルのついた襟
dusk,dusk,夕暮れ
pentacle,pentacle,五芒
murakami_suigun,murakami suigun,村上水軍
takao_(azur_lane),takao (azur lane),高尾（アズールレーン）
null_(nyanpyoun),null (nyanpyoun),ヌル（nyanpyoun）
monkey_tail,monkey tail,猿のしっぽ
as109,as109,as109
fire_emblem_echoes:_mou_hitori_no_eiyuuou,fire emblem echoes: mou hitori no eiyuuou,ファイアーエムブレムエコー：MOUひとりなしeiyuuou
tamamo_cat_(fate),tamamo cat (fate),玉藻猫（運命）
shokuhou_misaki,shokuhou misaki,shokuhou美咲
shoulder_cutout,shoulder cutout,肩のカットアウト
thigh_ribbon,thigh ribbon,太ももリボン
mahjong,mahjong,麻雀
wife_and_wife,wife and wife,妻と妻
orange_pekoe,orange pekoe,オレンジペコ
freediving,freediving,フリーダイビング
mattaku_mousuke,mattaku mousuke,mattaku mousuke
kagami_hirotaka,kagami hirotaka,加賀美広隆
pocky_day,pocky day,ポッキーの日
hourai_doll,hourai doll,蓬莱人形
raised_fist,raised fist,上げ拳
kure_masahiro,kure masahiro,呉マサヒロ
myoukou_(kantai_collection),myoukou (kantai collection),myoukou（艦隊コレクション）
gundam_tekketsu_no_orphans,gundam tekketsu no orphans,何の孤児をtekketsuガンダムません
hisona_(suaritesumi),hisona (suaritesumi),hisona（suaritesumi）
turban,turban,ターバン
kamiya_nao,kamiya nao,神谷奈央
dr_rex,dr rex,DRレックス
elite_four,elite four,エリート4
hoshizuki_(seigetsu),hoshizuki (seigetsu),hoshizuki（seigetsu）
ipod,ipod,iPodの
yuu-gi-ou_arc-v,yuu-gi-ou arc-v,ゆう-GI-OUアーク-V
scowl,scowl,顰めます
holding_needle,holding needle,針保持
tokiko_(touhou),tokiko (touhou),登紀子（東方）
bow_bikini,bow bikini,ビキニ弓
black_collar,black collar,黒の襟
nu-13,nu-13,NU-13
hoshino_fumina,hoshino fumina,星野史奈
su-san,su-san,SUさん
twitter_sample,twitter sample,Twitterのサンプル
single_sock,single sock,シングル靴下
silica,silica,シリカ
kasugano_sakura,kasugano sakura,春日野さくら
bleeding,bleeding,出血
borrowed_garments,borrowed garments,借りた衣服
wind_chime,wind chime,風鈴
leotard_aside,leotard aside,さておきレオタード
thighhighs_pull,thighhighs pull,ニーソックスプル
strangling,strangling,首を絞め
jean_pierre_polnareff,jean pierre polnareff,ジャン=ピエール・ポルナレフ
print_neckwear,print neckwear,印刷ネックウェアー
maebara_keiichi,maebara keiichi,前原圭一
little_red_riding_hood,little red riding hood,赤頭巾ちゃん
breast_smother,breast smother,乳房窒息
pepperoni_(girls_und_panzer),pepperoni (girls und panzer),ペパロニ（女の子ウントパンツァー）
little_penis,little penis,少しペニス
breasts_on_head,breasts on head,頭の上に胸
fighting,fighting,戦い
kawakaze_(kantai_collection),kawakaze (kantai collection),kawakaze（艦隊コレクション）
humanization,humanization,ヒト化
floating_object,floating object,浮動オブジェクト
kamoi_(kantai_collection),kamoi (kantai collection),鴨居（艦隊コレクション）
projectile_cum,projectile cum,発射兼
yellow_shorts,yellow shorts,黄色のショートパンツ
holding_spear,holding spear,保持槍
trash_can,trash can,ごみ箱
holding_instrument,holding instrument,保持器
shuffle!,shuffle!,シャッフル！
dog_collar,dog collar,犬の首輪
donation_box,donation box,募金箱
fou_(fate/grand_order),fou (fate/grand order),酔っ（運命/壮大順）
houjou_karen,houjou karen,北条カレン
tribadism,tribadism,貝合わせ
crotchless_panties,crotchless panties,クロッチレスのパンティー
show_by_rock!!,show by rock!!,岩で示し!!
sento_isuzu,sento isuzu,いすゞ銭湯
pripara,pripara,プリパラ
naginata,naginata,なぎなた
holding_hand,holding hand,手を握って
staff_(music),staff (music),スタッフ（音楽）
homurahara_academy_uniform,homurahara academy uniform,homuraharaアカデミーの制服
kill_me_baby,kill me baby,私の赤ちゃんを殺します
mitsumoto_jouji,mitsumoto jouji,光本譲二
slaine_troyard,slaine troyard,スレーヌtroyard
uryuu_ryuunosuke,uryuu ryuunosuke,竜ryuunosuke
panties_on_head,panties on head,頭の上にパンティー
urushihara_satoshi,urushihara satoshi,漆原サトシ
beni_shake,beni shake,ベニシェイク
hagoromo,hagoromo,羽衣
office_chair,office chair,事務用椅子
whale,whale,鯨
armpit_hair,armpit hair,脇毛
alisa_ilinichina_amiella,alisa ilinichina amiella,アリサilinichina amiella
praying,praying,祈り
calendar_(object),calendar (object),カレンダー（物体）
american_flag_bikini,american flag bikini,アメリカの国旗ビキニ
mop,mop,モップ
sweater_around_waist,sweater around waist,腰周りのセーター
diamond_wa_kudakenai,diamond wa kudakenai,ダイヤモンドWA kudakenai
joseph_joestar,joseph joestar,ジョセフjoestar
keychain,keychain,キーチェーン
zouri,zouri,zouri
phosphophyllite,phosphophyllite,ホスホフィライト
kawashina_(momen_silicon),kawashina (momen silicon),kawashina（木綿シリコン）
yui_(angel_beats!),yui (angel beats!),YUI（エンジェルビーツ！）
flip-flops,flip-flops,ビーチサンダル
very_dark_skin,very dark skin,非常に浅黒い肌
no_testicles,no testicles,何の睾丸ません
mochi_au_lait,mochi au lait,餅オレ
holding_paper,holding paper,保持紙
midare_toushirou,midare toushirou,midare toushirou
tsukumo_benben,tsukumo benben,九十九ベンベン
noire,noire,noireの
fire_emblem_cipher,fire emblem cipher,火災エンブレム暗号
reiuji_utsuho_(bird),reiuji utsuho (bird),（鳥）utsuho reiuji
tsuruya,tsuruya,つるや
corruption,corruption,汚職
uterus,uterus,子宮
watering_can,watering can,じょうろ
turnaround,turnaround,振り向く
katekyo_hitman_reborn!,katekyo hitman reborn!,家庭教師ヒットマンREBORN！
urusei_yatsura,urusei yatsura,uruseiのうる星やつら
orange_ribbon,orange ribbon,オレンジリボン
forehead_kiss,forehead kiss,おでこキス
chainsaw,chainsaw,チェーンソー
glomp,glomp,glomp
dress_tug,dress tug,ドレスのタグボート
hand_on_another's_hip,hand on another's hip,別のヒップの手
kururugi_suzaku,kururugi suzaku,枢木スザクSUZAKU
gusset,gusset,マチ
after_anal,after anal,肛門の後
pale_color,pale color,淡い色
street_fighter_zero_(series),street fighter zero (series),ストリートファイターゼロ（シリーズ）
wooden_sword,wooden sword,木剣
partially_unbuttoned,partially unbuttoned,部分的にボタンを外し
star_wars,star wars,スターウォーズ
identity_censor,identity censor,アイデンティティ検閲
horse_tail,horse tail,馬の尻尾
ensemble_stars!,ensemble stars!,アンサンブル星！
smelling,smelling,臭い
truth,truth,真実
bomb,bomb,爆弾
beak,beak,嘴
matching_outfit,matching outfit,マッチングの服
back-seamed_legwear,back-seamed legwear,バックシーム付きレッグウェア
chaps,chaps,チャップス
dangerous_beast,dangerous beast,危険な獣
shirt_removed,shirt removed,シャツ削除
midna,midna,midna
carrying_over_shoulder,carrying over shoulder,肩の上に運びます
zen,zen,禅
noshiro_(kantai_collection),noshiro (kantai collection),能代（艦隊コレクション）
giving,giving,与え
blue_scrunchie,blue scrunchie,青シュシュ
izumi-no-kami_kanesada,izumi-no-kami kanesada,和泉無神kanesadaを
little_boy_admiral_(kantai_collection),little boy admiral (kantai collection),小さな男の子の提督（艦隊コレクション）
beatmania_iidx,beatmania iidx,ビートマニアIIDX
invisible_penis,invisible penis,目に見えないペニス
butler,butler,執事
tanabata,tanabata,七夕
alphes_(style),alphes (style),alphes（スタイル）
warcraft,warcraft,ウォークラフト
saint_seiya,saint seiya,聖人星矢
asashimo_(kantai_collection),asashimo (kantai collection),asashimo（艦隊コレクション）
grey_panties,grey panties,グレーのパンティー
ribbon_bondage,ribbon bondage,リボンボンデージ
paw_shoes,paw shoes,足の靴
kagura_(gintama),kagura (gintama),神楽（銀魂）
pulling,pulling,引っ張っ
gyro_zeppeli,gyro zeppeli,ジャイロ・ツェペリ
remote_control_vibrator,remote control vibrator,リモコンバイブレーター
beltbra,beltbra,beltbra
cum_on_stomach,cum on stomach,胃に兼
frilled_hat,frilled hat,フリルのついた帽子
.hack//,.hack//,。ハック//
shichimenchou,shichimenchou,shichimenchou
cloud_strife,cloud strife,クラウド争い
hands_in_hair,hands in hair,髪に手
kirakira_precure_a_la_mode,kirakira precure a la mode,キラキラプリキュアア・ラ・モード
makizushi,makizushi,makizushi
kimi_no_na_wa,kimi no na wa,君のWA NA
impossible_leotard,impossible leotard,不可能レオタード
hair_tousle,hair tousle,ヘアtousle
tokkuri,tokkuri,とっくり
lower_body,lower body,下半身
mahou_girls_precure!,mahou girls precure!,魔法の女の子のプリキュア！
cure_sunshine,cure sunshine,硬化日差し
toono_akiha,toono akiha,遠野秋葉
hands_on_own_head,hands on own head,自分の頭の上に手
pixiv,pixiv,ピクシブ
destruction,destruction,破壊
ru-class_battleship,ru-class battleship,RU-級戦艦
edward_elric,edward elric,エドワード・エルリック
eiri_(eirri),eiri (eirri),eiri（eirri）
plectrum,plectrum,撥
mother_(game),mother (game),母親（ゲーム）
toast,toast,トースト
wa2000_(girls_frontline),wa2000 (girls frontline),wa2000（女の子の最前線）
spell_card,spell card,スペルカード
spilling,spilling,こぼれます
meltlilith,meltlilith,meltlilith
cure_beauty,cure beauty,キュアビューティ
gundam_unicorn,gundam unicorn,ユニコーンガンダム
"don't_say_""lazy""","don't say ""lazy""",「怠け者」と言っていません
dream_c_club_(series),dream c club (series),夢のCクラブ（シリーズ）
hair_pull,hair pull,毛引き
da_capo,da capo,ダ・カーポ
lotus,lotus,ロータス
sakura_taisen,sakura taisen,サクラ大戦
whisk,whisk,はたくこと
spanked,spanked,酔っぱらいました
baton,baton,バトン
multicolored_bodysuit,multicolored bodysuit,色とりどりのボディスーツ
strawberry_print,strawberry print,イチゴプリント
belly_peek,belly peek,腹PEEK
yorigami_shion,yorigami shion,yorigamiの紫苑
shading_eyes,shading eyes,シェーディング目
shibari_over_clothes,shibari over clothes,服の上に縛り
skewer,skewer,串
avatar_(series),avatar (series),アバター（シリーズ）
gardevoir,gardevoir,サーナイト
aoshima,aoshima,アオシマ
frilled_choker,frilled choker,フリルチョーカー
spoken_sweatdrop,spoken sweatdrop,口語sweatdrop
under_table,under table,テーブルの下に
red_coat,red coat,赤いコート
fumio_(rsqkr),fumio (rsqkr),文雄（rsqkr）
lace-trimmed_dress,lace-trimmed dress,レーストリミングワンピース
plaid_background,plaid background,チェック柄の背景
fishing,fishing,釣り
dolphin,dolphin,イルカ
layered_clothing,layered clothing,層状の服
aqua_(konosuba),aqua (konosuba),アクア（konosuba）
aquarion_(series),aquarion (series),アクエリオン（シリーズ）
hataraku_saibou,hataraku saibou,はたらくsaibou
mechanical_pencil,mechanical pencil,シャープペンシル
cato_(monocatienus),cato (monocatienus),カトー（monocatienus）
japanese_flag,japanese flag,日の丸
food_themed_clothes,food themed clothes,食べ物をテーマにした服
kirijou_mitsuru,kirijou mitsuru,kirijou満
di_gi_charat,di gi charat,デ・ジ・キャラット
flaccid,flaccid,弛緩
maruki_(punchiki),maruki (punchiki),丸木（punchiki）
cis_(carcharias),cis (carcharias),シス（carcharias）
fur-trimmed_capelet,fur-trimmed capelet,毛皮トリミングcapelet
amanogawa_kirara,amanogawa kirara,amanogawaきらら
jellyfish,jellyfish,クラゲ
rachel_alucard,rachel alucard,レイチェル・アルカード
eromame,eromame,eromame
sanageyama_uzu,sanageyama uzu,sanageyama UZU
shimada_fumikane,shimada fumikane,島田fumikane
mahou_shoujo_ikusei_keikaku,mahou shoujo ikusei keikaku,魔法少女ikusei keikaku
eroe,eroe,EROE
bel_(pokemon),bel (pokemon),ベル（ポケモン）
blood_stain,blood stain,血液染色
holding_ball,holding ball,ボール保持
slice_of_cake,slice of cake,ケーキのスライス
hayashimo_(kantai_collection),hayashimo (kantai collection),hayashimo（艦隊コレクション）
hexagon,hexagon,六角形
seiran_(touhou),seiran (touhou),晴嵐（東方）
finger_to_cheek,finger to cheek,頬に指
black_flower,black flower,黒い花
p-head_producer,p-head producer,p型ヘッドのプロデューサー
aa_megami-sama,aa megami-sama,AAの女神様
roll,roll,ロール
nanami_chiaki,nanami chiaki,ななみの千秋
harvin,harvin,harvin
tail_bell,tail bell,尾ベル
furutaka_(kantai_collection),furutaka (kantai collection),furutaka（艦隊コレクション）
yabuki_kentarou,yabuki kentarou,矢吹健太郎
navy_blue_legwear,navy blue legwear,紺色のレッグウェア
weapon_on_back,weapon on back,背中の武器
driving,driving,駆動
high_contrast,high contrast,ハイコントラスト
cheek_pinching,cheek pinching,頬ピンチ
zombie_land_saga,zombie land saga,ゾンビランドサガ
made_in_abyss,made in abyss,メイドインアビス
triangle,triangle,三角形
profanity,profanity,冒涜
yin,yin,陰
backboob,backboob,backboob
crossbow,crossbow,クロスボウ
ringo_(touhou),ringo (touhou),リンゴ（東方）
misaki_kurehito,misaki kurehito,美咲kurehito
dream_c_club,dream c club,夢のCクラブ
oomuro_sakurako,oomuro sakurako,桜子oomuro
the_legend_of_zelda:_skyward_sword,the legend of zelda: skyward sword,ゼルダの伝説スカイウォードソード
flute,flute,フルート
final_fantasy_xii,final fantasy xii,ファイナルファンタジーXII
denim_skirt,denim skirt,デニムスカート
totoki_airi,totoki airi,totokiの愛理
araragi_koyomi,araragi koyomi,阿良々木暦
mouse_(computer),mouse (computer),マウス（コンピュータ）
deepthroat,deepthroat,ディープスロート
fukuzawa_yumi,fukuzawa yumi,福沢由美
asymmetrical_gloves,asymmetrical gloves,非対称手袋
ichigo_mashimaro,ichigo mashimaro,いちごマシマロ
racket,racket,ラケット
potato_chips,potato chips,ポテトチップス
diving_mask_on_head,diving mask on head,頭の上にダイビングマスク
spiked_shell,spiked shell,スパイクシェル
heart_hands_duo,heart hands duo,心臓手デュオ
train_station,train station,でんしゃのりば
pumps,pumps,パンプス
futaba_channel,futaba channel,双葉チャンネル
knees_to_chest,knees to chest,胸に膝
clothes_down,clothes down,洋服ダウン
hair_in_mouth,hair in mouth,口の中で髪
dissidia_final_fantasy,dissidia final fantasy,ディシディアファイナルファンタジー
hand_on_hilt,hand on hilt,柄に手
beam_rifle,beam rifle,ビームライフル
tachibana_hibiki_(symphogear),tachibana hibiki (symphogear),立花響（戦姫絶唱シンフォギア）
checkerboard_cookie,checkerboard cookie,チェッカーボードのクッキー
shiomi_shuuko,shiomi shuuko,塩見shuuko
yellow_kimono,yellow kimono,黄色の着物
altera_(fate),altera (fate),アルテラ（運命）
incoming_gift,incoming gift,入ギフト
plaid_dress,plaid dress,チェック柄のドレス
ta-class_battleship,ta-class battleship,TA-級戦艦
final_fantasy_viii,final fantasy viii,ファイナルファンタジーVIII
odin_sphere,odin sphere,オーディンスフィア
maikaze_(kantai_collection),maikaze (kantai collection),maikaze（艦隊コレクション）
naked_hoodie,naked hoodie,裸パーカー
flower_pot,flower pot,植木鉢
ayanami_(kantai_collection),ayanami (kantai collection),綾波（艦隊コレクション）
shinjou_akane,shinjou akane,shinjouあかね
chasing,chasing,追跡
jackal_ears,jackal ears,ジャッカル耳
katori_(kantai_collection),katori (kantai collection),香取（艦隊コレクション）
devil_may_cry,devil may cry,向こう見ずな
blue_coat,blue coat,青いコート
grey_shorts,grey shorts,グレーのパンツ
pulled_by_another,pulled by another,他に引か
kid_icarus,kid icarus,子供イカルス
nekomusume,nekomusume,nekomusume
nose_bubble,nose bubble,鼻バブル
stationary_restraints,stationary restraints,静止制約
ike,ike,IKE
hassan_of_serenity_(fate),hassan of serenity (fate),静けさのハッサン（運命）
arm_rest,arm rest,ひじかけ
dixie_cup_hat,dixie cup hat,ディクシーカップ帽子
gorget,gorget,gorget
no_wings,no wings,何羽ません
juice_box,juice box,ジュースボックス
libeccio_(kantai_collection),libeccio (kantai collection),libeccio（艦隊コレクション）
jacket_around_waist,jacket around waist,腰周りのジャケット
six_(fnrptal1010),six (fnrptal1010),6（fnrptal1010）
spade_(shape),spade (shape),スペード（形状）
plastic_bag,plastic bag,ビニール袋
selfcest,selfcest,selfcest
hands_on_lap,hands on lap,ラップで手
metal_gear_solid,metal gear solid,固体金属の歯車
catstudioinc_(punepuni),catstudioinc (punepuni),catstudioinc（punepuni）
maturiuta_sorato,maturiuta sorato,maturiuta sorato
minami-ke,minami-ke,みなみけ
happy_tears,happy tears,嬉し涙
yellow_nails,yellow nails,黄色の爪
lace_panties,lace panties,レースのパンティー
nisekoi,nisekoi,ニセコイ
momozono_love,momozono love,桃園の愛
clitoral_stimulation,clitoral stimulation,クリトリス刺激
kamikita_komari,kamikita komari,上北小毬
multiple_fellatio,multiple fellatio,複数のフェラチオ
reindeer_costume,reindeer costume,トナカイの衣装
railroad_tracks,railroad tracks,鉄道の線路
katawa_shoujo,katawa shoujo,katawa少女
sakuma_mayu,sakuma mayu,佐久間真由
kirigiri_kyouko,kirigiri kyouko,kirigiri京子
light_trail,light trail,光トレイル
imizu_(nitro_unknown),imizu (nitro unknown),射水市（ニトロ不明）
hatchet,hatchet,斧
arashio_(kantai_collection),arashio (kantai collection),arashio（艦隊コレクション）
attack,attack,攻撃
shirosato,shirosato,城里町
heart_pasties,heart pasties,ハートスパンコール
shinai,shinai,竹刀
fume,fume,煙
maoyuu_maou_yuusha,maoyuu maou yuusha,maoyuu魔王勇者
cure_blossom,cure blossom,キュアブロッサム
alternate_form,alternate form,別の形式
street_fighter_iii_(series),street fighter iii (series),ストリートファイターIII（シリーズ）
pageratta,pageratta,pageratta
goma_(gomasamune),goma (gomasamune),ゴマ（gomasamune）
bayonetta,bayonetta,ベヨネッタ
clog_sandals,clog sandals,クロッグサンダル
black,black,黒
nib_pen_(medium),nib pen (medium),ペン先ペン（中）
tickling,tickling,くすぐります
giant,giant,巨人
art_brush,art brush,アートブラシ
pink_apron,pink apron,ピンクのエプロン
crotch_plate,crotch plate,股プレート
bead_necklace,bead necklace,ビーズのネックレス
arabian_clothes,arabian clothes,アラブ服
komaki_manaka,komaki manaka,小牧愛花
noai_nioshi,noai nioshi,noai nioshi
doraemon,doraemon,ドラえもん
curtsey,curtsey,女性のおじぎ
steaming_body,steaming body,蒸しボディ
hino_rei,hino rei,日野レイ
death_note,death note,デスノート
ibaraki_douji_(fate/grand_order),ibaraki douji (fate/grand order),茨城douji（運命/壮大順）
mechanical_arms,mechanical arms,機械の腕
riesz,riesz,riesz
horn_ornament,horn ornament,ホーン飾り
milkpanda,milkpanda,milkpanda
strap_cleavage,strap cleavage,ストラップの切断
caressing_testicles,caressing testicles,愛撫睾丸
sonic_the_hedgehog,sonic the hedgehog,ソニック・ザ・ヘッジホッグ
egyptian_clothes,egyptian clothes,エジプトの服
finger_to_face,finger to face,顔に指
cheek_poking,cheek poking,頬突っつい
kooh,kooh,がkooh
armin_arlert,armin arlert,アーミンのarlert
torn_bodysuit,torn bodysuit,引き裂かれたボディスーツ
hidden_eyes,hidden eyes,隠された目
holding_broom,holding broom,保持ほうき
test_plugsuit,test plugsuit,テストプラグスーツ
ezo_red_fox_(kemono_friends),ezo red fox (kemono friends),キタキツネ（獣の友人）
halberd,halberd,鉾
iizuki_tasuku,iizuki tasuku,iizuki佑
birdcage,birdcage,鳥かご
ohara_mari,ohara mari,大原マリ
blanc,blanc,ブランク
gran_(granblue_fantasy),gran (granblue fantasy),グラン（グランブルーファンタジー）
kaguya_luna_(character),kaguya luna (character),かぐやルナ（文字）
open_bra,open bra,オープンブラジャー
kaguya_luna,kaguya luna,かぐやルナ
bad_end,bad end,悪い終わり
alarm_clock,alarm clock,目覚まし時計
phone_screen,phone screen,携帯電話の画面
fireflies,fireflies,ホタル
koyama_shigeru,koyama shigeru,小山茂
karina_lyle,karina lyle,カリーナ・ライル
saniwa_(touken_ranbu),saniwa (touken ranbu),saniwa（刀剣乱舞）
dessert,dessert,デザート
crystal_(pokemon),crystal (pokemon),クリスタル（ポケモン）
dark_souls,dark souls,暗い魂
tape_gag,tape gag,テープギャグ
rainbow_order,rainbow order,虹の順序
w_arms,w arms,腕のw
plaid_panties,plaid panties,チェック柄のパンティー
tomoe_gozen_(fate/grand_order),tomoe gozen (fate/grand order),巴御前（運命/壮大順）
hooded_track_jacket,hooded track jacket,フード付きトラックジャケット
graveyard,graveyard,墓地
wall_slam,wall slam,壁のスラム
cervix,cervix,頸部
final_fantasy_xiii,final fantasy xiii,ファイナルファンタジーXIII
estellise_sidos_heurassein,estellise sidos heurassein,estellise sidos heurassein
dakimakura_(object),dakimakura (object),抱き枕（オブジェクト）
cure_march,cure march,硬化行進
taisa_(kari),taisa (kari),taisa（がkari）
purple_heart,purple heart,パープルハート
horseback_riding,horseback riding,騎行
isonami_(kantai_collection),isonami (kantai collection),isonami（艦隊コレクション）
thai_text,thai text,タイ語のテキスト
hachikuji_mayoi,hachikuji mayoi,八九寺真宵
bb_(fate/extra_ccc),bb (fate/extra ccc),BB（運命/エクストラCCC）
meow_(nekodenki),meow (nekodenki),ニャー（nekodenki）
sekina,sekina,sekina
final_fantasy_xv,final fantasy xv,ファイナルファンタジーXV
gambier_bay_(kantai_collection),gambier bay (kantai collection),ガンビア・ベイ（艦隊コレクション）
subaru_nakajima,subaru nakajima,スバル中島
manabe_nodoka,manabe nodoka,真鍋のどか
doubutsu_no_mori,doubutsu no mori,森をdoubutsuありません
shirou_masamune,shirou masamune,士郎正宗
kogal,kogal,kogal
keroro_gunsou,keroro gunsou,ケロロ軍曹
hair_brush,hair brush,ヘアブラシ
hagoita,hagoita,羽子板
telstar,telstar,テルスター
kourindou_tengu_costume,kourindou tengu costume,香霖堂天狗衣装
kitashirakawa_tamako,kitashirakawa tamako,北白川tamako
burn_scar,burn scar,熱傷瘢痕
dust,dust,ほこり
beach_towel,beach towel,ビーチタオル
kirigaya_suguha,kirigaya suguha,kirigaya suguha
usashiro_mani,usashiro mani,usashiroのマニ
what_if,what if,仮に
gabriel_dropout,gabriel dropout,ガブリエル・ドロップアウト
shoulder_tattoo,shoulder tattoo,肩のタトゥー
shidare_hotaru,shidare hotaru,shidareほたる
deviantart_username,deviantart username,がdeviantartユーザ名
raimon_soccer_uniform,raimon soccer uniform,Raimonのサッカーユニフォーム
cagliostro_(granblue_fantasy),cagliostro (granblue fantasy),カリオストロ（グランブルーファンタジー）
lasterk,lasterk,lasterk
horikawa_kunihiro,horikawa kunihiro,堀川国広の
surfboard,surfboard,サーフボード
otohime_(youngest_princess),otohime (youngest princess),乙姫（末っ子姫）
kino_makoto,kino makoto,木野まこと
chikuma_(kantai_collection),chikuma (kantai collection),千曲（艦隊コレクション）
super_robot_wars_original_generation,super robot wars original generation,スーパーロボット大戦ORIGINAL GENERATION
